report_id,source_type,area_name,latitude,longitude,issue_type,description,people_affected,vulnerable_group,timestamp,attachment,urgency_score
423,Mobile App,Rajkot,22.110326,71.578108,Food,Water issue reported in Rajkot,71,Disabled,2026-04-14 20:47:33,report.pdf,9
424,WhatsApp,Navsari,20.590818,71.974176,Shelter,Water issue reported in Navsari,67,Women,2026-04-16 16:47:33,image.jpg,6
425,WhatsApp,Ahmedabad,21.42888,72.648858,Water,Shelter issue reported in Ahmedabad,77,Elderly,2026-04-17 08:47:33,report.pdf,3
426,Form,Surat,20.950366,71.480157,Shelter,Water issue reported in Surat,37,Children,2026-04-17 10:47:33,none,7
427,Mobile App,Vadodara,20.306677,71.030938,Shelter,Water issue reported in Vadodara,17,Disabled,2026-04-16 01:47:33,image.jpg,4
428,Mobile App,Vadodara,21.405834,71.857883,Education,Shelter issue reported in Vadodara,52,None,2026-04-17 00:47:33,none,6
429,WhatsApp,Ahmedabad,20.46407,72.170872,Shelter,Medical issue reported in Ahmedabad,98,Disabled,2026-04-17 11:47:33,voice.mp3,7
430,WhatsApp,Navsari,21.361705,70.3167,Education,Medical issue reported in Navsari,75,Children,2026-04-15 23:47:33,image.jpg,4
431,Call,Surat,20.176407,70.469673,Water,Shelter issue reported in Surat,95,Women,2026-04-16 14:47:33,image.jpg,8
432,Call,Navsari,22.328318,71.183123,Food,Shelter issue reported in Navsari,12,None,2026-04-15 14:47:33,none,3
433,Mobile App,Vadodara,21.254539,70.247985,Medical,Education issue reported in Vadodara,41,Elderly,2026-04-15 07:47:33,none,3
434,NGO Report,Rajkot,20.633243,71.663309,Shelter,Medical issue reported in Rajkot,42,Women,2026-04-15 09:47:33,image.jpg,7
435,Form,Rajkot,21.806717,70.94473,Medical,Education issue reported in Rajkot,83,Elderly,2026-04-16 18:47:33,report.pdf,7
436,NGO Report,Rajkot,20.069541,71.590204,Medical,Food issue reported in Rajkot,49,Women,2026-04-15 18:47:33,voice.mp3,4
437,Form,Rajkot,21.657346,70.685854,Shelter,Food issue reported in Rajkot,65,None,2026-04-16 08:47:33,image.jpg,3
438,Form,Rajkot,21.4598,70.498372,Water,Medical issue reported in Rajkot,4,Children,2026-04-15 10:47:33,voice.mp3,4
439,Form,Rajkot,22.958527,70.170071,Shelter,Medical issue reported in Rajkot,18,Children,2026-04-16 14:47:33,voice.mp3,10
440,Mobile App,Vadodara,21.005247,70.672222,Medical,Food issue reported in Vadodara,78,Women,2026-04-17 11:47:33,image.jpg,3
441,Form,Ahmedabad,22.523367,70.264066,Food,Water issue reported in Ahmedabad,54,Elderly,2026-04-15 01:47:33,report.pdf,3
442,Call,Ahmedabad,22.537356,70.41089,Shelter,Medical issue reported in Ahmedabad,7,Women,2026-04-14 16:47:33,voice.mp3,8
443,Mobile App,Ahmedabad,21.096384,70.31403,Water,Shelter issue reported in Ahmedabad,23,Women,2026-04-17 05:47:33,report.pdf,2
444,NGO Report,Surat,22.427597,70.98498,Water,Education issue reported in Surat,34,None,2026-04-15 15:47:33,report.pdf,10
445,Form,Ahmedabad,22.776676,71.603746,Education,Medical issue reported in Ahmedabad,34,Elderly,2026-04-15 15:47:33,voice.mp3,7
446,Mobile App,Rajkot,20.755539,70.810521,Water,Education issue reported in Rajkot,2,Women,2026-04-15 15:47:33,image.jpg,3
447,NGO Report,Vadodara,20.275667,71.916677,Medical,Shelter issue reported in Vadodara,52,Disabled,2026-04-17 02:47:33,voice.mp3,3
448,NGO Report,Navsari,22.019923,70.12702,Water,Shelter issue reported in Navsari,90,Women,2026-04-16 12:47:33,voice.mp3,8
449,NGO Report,Rajkot,20.227197,72.668452,Shelter,Food issue reported in Rajkot,11,None,2026-04-17 01:47:33,none,3
450,WhatsApp,Rajkot,21.420977,72.761793,Food,Education issue reported in Rajkot,49,Disabled,2026-04-15 15:47:33,image.jpg,4
451,WhatsApp,Vadodara,22.26426,71.422556,Shelter,Education issue reported in Vadodara,85,Children,2026-04-16 14:47:33,voice.mp3,9
452,WhatsApp,Rajkot,22.177331,71.062734,Water,Shelter issue reported in Rajkot,45,None,2026-04-17 09:47:33,voice.mp3,8
453,Mobile App,Vadodara,22.372481,70.206746,Food,Water issue reported in Vadodara,84,Women,2026-04-15 12:47:33,voice.mp3,5
454,Mobile App,Ahmedabad,22.507063,70.102565,Medical,Shelter issue reported in Ahmedabad,23,Children,2026-04-16 12:47:33,voice.mp3,7
455,WhatsApp,Navsari,21.012768,71.278218,Shelter,Medical issue reported in Navsari,16,Disabled,2026-04-14 17:47:33,report.pdf,8
456,Mobile App,Navsari,21.927818,70.679084,Water,Water issue reported in Navsari,56,None,2026-04-15 15:47:33,none,9
457,Form,Vadodara,22.824896,72.035431,Shelter,Medical issue reported in Vadodara,88,Children,2026-04-14 19:47:33,voice.mp3,9
458,WhatsApp,Surat,20.320082,71.549524,Shelter,Shelter issue reported in Surat,35,None,2026-04-16 18:47:33,voice.mp3,7
459,Call,Ahmedabad,22.764689,71.45485,Education,Medical issue reported in Ahmedabad,54,Women,2026-04-17 08:47:33,report.pdf,9
460,Mobile App,Vadodara,21.096349,72.46393,Water,Food issue reported in Vadodara,8,Disabled,2026-04-17 10:47:33,image.jpg,9
461,WhatsApp,Surat,21.833893,71.944231,Education,Food issue reported in Surat,85,Elderly,2026-04-17 01:47:33,image.jpg,3
462,NGO Report,Navsari,21.763118,70.291923,Medical,Food issue reported in Navsari,45,Elderly,2026-04-17 06:47:33,none,6
463,Call,Surat,22.324873,71.258656,Shelter,Food issue reported in Surat,6,Disabled,2026-04-16 10:47:33,report.pdf,4
464,Mobile App,Surat,20.455465,71.776027,Medical,Medical issue reported in Surat,3,None,2026-04-16 09:47:33,none,7
465,WhatsApp,Vadodara,20.768165,70.681322,Education,Shelter issue reported in Vadodara,8,Children,2026-04-17 04:47:33,image.jpg,6
466,NGO Report,Surat,22.999947,72.006851,Shelter,Food issue reported in Surat,92,Disabled,2026-04-16 07:47:33,voice.mp3,3
467,Call,Vadodara,22.709362,72.523771,Shelter,Medical issue reported in Vadodara,1,Disabled,2026-04-17 02:47:33,image.jpg,6
468,Mobile App,Surat,22.230382,70.891103,Food,Education issue reported in Surat,26,Elderly,2026-04-17 05:47:33,voice.mp3,4
469,Call,Ahmedabad,21.373999,71.540784,Food,Food issue reported in Ahmedabad,68,Children,2026-04-16 02:47:33,report.pdf,3
470,Form,Surat,21.275949,71.745038,Medical,Water issue reported in Surat,24,Children,2026-04-15 12:47:33,image.jpg,3
471,NGO Report,Vadodara,21.294299,71.052265,Food,Medical issue reported in Vadodara,64,Elderly,2026-04-15 13:47:33,voice.mp3,10
472,NGO Report,Surat,20.000645,71.147685,Water,Food issue reported in Surat,96,None,2026-04-17 02:47:33,image.jpg,6
473,Mobile App,Rajkot,21.677182,71.689364,Water,Education issue reported in Rajkot,21,None,2026-04-16 22:47:33,voice.mp3,7
474,Call,Ahmedabad,20.586252,70.394373,Water,Medical issue reported in Ahmedabad,87,None,2026-04-16 08:47:33,voice.mp3,8
475,WhatsApp,Surat,21.912316,72.580016,Shelter,Food issue reported in Surat,79,Women,2026-04-15 15:47:33,voice.mp3,3
476,Form,Vadodara,21.550548,72.610082,Water,Education issue reported in Vadodara,100,Children,2026-04-16 13:47:33,image.jpg,8
477,Call,Ahmedabad,22.457534,70.921,Education,Food issue reported in Ahmedabad,12,Children,2026-04-17 13:47:33,image.jpg,6
478,WhatsApp,Rajkot,20.001894,72.782199,Water,Shelter issue reported in Rajkot,93,None,2026-04-16 16:47:33,report.pdf,8
479,Call,Rajkot,22.061967,70.719885,Medical,Water issue reported in Rajkot,61,Disabled,2026-04-16 06:47:33,none,7
480,Mobile App,Navsari,21.641276,72.841589,Shelter,Shelter issue reported in Navsari,67,Children,2026-04-17 08:47:33,none,8
481,Mobile App,Rajkot,22.508847,72.981134,Shelter,Food issue reported in Rajkot,64,Elderly,2026-04-16 17:47:33,image.jpg,9
482,NGO Report,Ahmedabad,22.847793,72.401959,Shelter,Education issue reported in Ahmedabad,3,Disabled,2026-04-15 20:47:33,image.jpg,2
483,NGO Report,Navsari,20.654329,70.405424,Water,Food issue reported in Navsari,38,Women,2026-04-15 06:47:33,voice.mp3,10
484,NGO Report,Ahmedabad,21.993867,70.309926,Education,Medical issue reported in Ahmedabad,3,None,2026-04-15 07:47:33,none,10
485,Form,Rajkot,21.690946,72.394593,Medical,Shelter issue reported in Rajkot,8,Women,2026-04-16 13:47:33,none,4
486,WhatsApp,Navsari,20.969795,71.466504,Shelter,Shelter issue reported in Navsari,100,Children,2026-04-15 13:47:33,image.jpg,5
487,WhatsApp,Surat,22.826994,71.353176,Education,Shelter issue reported in Surat,38,None,2026-04-17 00:47:33,voice.mp3,6
488,Mobile App,Vadodara,21.878619,71.187496,Water,Shelter issue reported in Vadodara,76,Women,2026-04-17 10:47:33,report.pdf,1
489,Mobile App,Rajkot,21.242021,71.583737,Medical,Medical issue reported in Rajkot,69,Disabled,2026-04-16 20:47:33,image.jpg,3
490,Call,Ahmedabad,21.945905,70.150397,Water,Water issue reported in Ahmedabad,12,None,2026-04-16 11:47:33,image.jpg,2
491,NGO Report,Navsari,22.940513,72.856905,Food,Education issue reported in Navsari,62,Disabled,2026-04-15 18:47:33,none,6
492,WhatsApp,Rajkot,20.138382,72.905184,Water,Shelter issue reported in Rajkot,60,Elderly,2026-04-15 16:47:33,report.pdf,2
493,WhatsApp,Vadodara,22.417748,72.631485,Education,Shelter issue reported in Vadodara,96,Children,2026-04-17 02:47:33,voice.mp3,3
494,Call,Navsari,20.518842,70.082025,Shelter,Shelter issue reported in Navsari,70,None,2026-04-17 11:47:33,voice.mp3,10
495,NGO Report,Surat,21.266568,72.535346,Food,Education issue reported in Surat,72,Disabled,2026-04-17 05:47:33,report.pdf,3
496,Mobile App,Surat,21.449188,72.285955,Water,Medical issue reported in Surat,61,Children,2026-04-15 21:47:33,report.pdf,5
497,Call,Vadodara,22.514588,71.475815,Education,Education issue reported in Vadodara,7,Women,2026-04-15 23:47:33,none,2
498,Call,Surat,21.243251,70.346903,Shelter,Medical issue reported in Surat,3,Women,2026-04-17 14:47:33,none,10
499,Mobile App,Rajkot,21.792611,70.159405,Education,Food issue reported in Rajkot,83,Elderly,2026-04-17 03:47:33,none,7
500,Call,Navsari,22.522088,70.866999,Medical,Food issue reported in Navsari,38,Disabled,2026-04-16 02:47:33,voice.mp3,8
501,NGO Report,Ahmedabad,22.708513,71.744993,Food,Shelter issue reported in Ahmedabad,69,Elderly,2026-04-17 08:47:33,none,6
502,NGO Report,Surat,20.996774,71.045,Shelter,Medical issue reported in Surat,4,Women,2026-04-17 02:47:33,none,4
503,NGO Report,Ahmedabad,22.706601,71.095952,Food,Education issue reported in Ahmedabad,2,Women,2026-04-16 07:47:33,voice.mp3,1
504,WhatsApp,Vadodara,20.89967,72.910017,Education,Education issue reported in Vadodara,6,Children,2026-04-17 05:47:33,none,7
505,Mobile App,Surat,21.539982,72.206699,Medical,Education issue reported in Surat,71,Elderly,2026-04-14 17:47:33,image.jpg,5
506,Mobile App,Surat,21.859495,71.967712,Food,Water issue reported in Surat,26,Children,2026-04-16 23:47:33,image.jpg,10
507,Form,Vadodara,20.289639,70.543656,Food,Education issue reported in Vadodara,73,Elderly,2026-04-17 07:47:33,report.pdf,4
508,Call,Rajkot,22.310855,71.438877,Food,Water issue reported in Rajkot,35,Women,2026-04-17 07:47:33,none,6
509,Mobile App,Ahmedabad,21.263257,70.68885,Medical,Food issue reported in Ahmedabad,43,Women,2026-04-14 23:47:33,image.jpg,10
510,Call,Navsari,20.867126,70.33978,Medical,Education issue reported in Navsari,100,Children,2026-04-14 17:47:33,voice.mp3,10
511,Call,Rajkot,21.789471,71.610818,Shelter,Education issue reported in Rajkot,44,None,2026-04-17 11:47:33,report.pdf,2
512,Form,Surat,22.874258,70.87862,Medical,Water issue reported in Surat,41,None,2026-04-15 15:47:33,voice.mp3,4
513,Call,Rajkot,20.416171,70.595961,Food,Education issue reported in Rajkot,45,Elderly,2026-04-15 21:47:33,none,3
514,WhatsApp,Rajkot,20.011368,71.792136,Shelter,Education issue reported in Rajkot,72,Disabled,2026-04-16 16:47:33,report.pdf,9
515,Call,Navsari,22.9537,70.096903,Water,Shelter issue reported in Navsari,84,Children,2026-04-16 20:47:33,voice.mp3,4
516,Mobile App,Navsari,20.694419,72.770221,Food,Shelter issue reported in Navsari,73,Disabled,2026-04-16 17:47:33,none,4
517,WhatsApp,Navsari,22.569451,72.356385,Shelter,Water issue reported in Navsari,2,Disabled,2026-04-16 20:47:33,image.jpg,4
518,NGO Report,Surat,22.103852,70.669509,Education,Education issue reported in Surat,11,Elderly,2026-04-16 04:47:33,none,10
519,NGO Report,Navsari,21.993013,72.805445,Food,Medical issue reported in Navsari,32,Children,2026-04-16 18:47:33,report.pdf,6
520,NGO Report,Navsari,20.359264,72.001469,Education,Shelter issue reported in Navsari,44,Children,2026-04-17 13:47:33,image.jpg,9
521,NGO Report,Rajkot,20.064829,72.488524,Education,Water issue reported in Rajkot,55,Children,2026-04-15 11:47:33,none,1
522,Mobile App,Surat,22.1709,71.067673,Water,Food issue reported in Surat,10,Elderly,2026-04-16 13:47:33,voice.mp3,10
523,WhatsApp,Navsari,22.70679,71.944143,Shelter,Education issue reported in Navsari,18,Women,2026-04-16 10:47:33,image.jpg,8
524,Form,Surat,21.798818,71.532989,Water,Shelter issue reported in Surat,91,Elderly,2026-04-16 03:47:33,none,5
525,Form,Ahmedabad,20.152085,72.72069,Education,Shelter issue reported in Ahmedabad,19,Women,2026-04-16 09:47:33,none,7
526,Call,Surat,20.810949,70.606714,Shelter,Water issue reported in Surat,50,None,2026-04-17 06:47:33,none,8
527,NGO Report,Rajkot,22.865365,71.754482,Food,Shelter issue reported in Rajkot,86,Elderly,2026-04-15 15:47:33,voice.mp3,7
528,WhatsApp,Ahmedabad,22.60726,70.965966,Shelter,Medical issue reported in Ahmedabad,17,Disabled,2026-04-16 08:47:33,none,1
529,NGO Report,Rajkot,21.478775,72.199218,Water,Education issue reported in Rajkot,93,Children,2026-04-14 15:47:33,report.pdf,6
530,Call,Vadodara,20.673528,71.822759,Water,Water issue reported in Vadodara,90,Elderly,2026-04-17 04:47:33,report.pdf,9
531,NGO Report,Rajkot,22.394724,72.419231,Medical,Food issue reported in Rajkot,93,Elderly,2026-04-17 03:47:33,report.pdf,3
532,WhatsApp,Rajkot,21.695748,71.411899,Food,Shelter issue reported in Rajkot,83,Children,2026-04-16 04:47:33,image.jpg,4
533,WhatsApp,Navsari,20.526904,70.160965,Education,Shelter issue reported in Navsari,98,Children,2026-04-17 12:47:33,image.jpg,6
534,Mobile App,Ahmedabad,20.13879,72.540173,Education,Medical issue reported in Ahmedabad,4,Disabled,2026-04-17 07:47:33,none,10
535,Form,Rajkot,21.668438,71.14188,Shelter,Food issue reported in Rajkot,75,Children,2026-04-17 03:47:33,none,2
536,Mobile App,Rajkot,21.160979,71.596566,Water,Education issue reported in Rajkot,35,Children,2026-04-14 18:47:33,report.pdf,10
537,Call,Ahmedabad,22.185543,71.91889,Medical,Water issue reported in Ahmedabad,97,Children,2026-04-15 17:47:33,none,7
538,NGO Report,Ahmedabad,22.673522,70.458195,Water,Medical issue reported in Ahmedabad,48,Women,2026-04-17 08:47:33,report.pdf,2
539,NGO Report,Rajkot,20.997019,72.83536,Water,Medical issue reported in Rajkot,44,Children,2026-04-15 06:47:33,none,10
540,Mobile App,Vadodara,21.293153,71.555662,Education,Shelter issue reported in Vadodara,12,Disabled,2026-04-15 13:47:33,report.pdf,1
541,NGO Report,Vadodara,22.259303,71.211668,Shelter,Water issue reported in Vadodara,23,Children,2026-04-14 23:47:33,none,8
542,Mobile App,Surat,20.415856,70.267034,Shelter,Medical issue reported in Surat,64,Disabled,2026-04-14 21:47:33,none,8
543,WhatsApp,Ahmedabad,21.314728,72.369056,Shelter,Shelter issue reported in Ahmedabad,22,Disabled,2026-04-16 12:47:33,report.pdf,9
544,WhatsApp,Vadodara,22.827205,70.662792,Medical,Shelter issue reported in Vadodara,74,Elderly,2026-04-15 04:47:33,image.jpg,8
545,WhatsApp,Surat,22.42148,72.890053,Shelter,Education issue reported in Surat,97,Disabled,2026-04-16 02:47:33,report.pdf,4
546,Mobile App,Ahmedabad,22.161,70.322357,Water,Medical issue reported in Ahmedabad,94,Disabled,2026-04-16 00:47:33,none,4
547,Call,Navsari,20.387161,71.033268,Education,Food issue reported in Navsari,78,Elderly,2026-04-15 10:47:33,image.jpg,4
548,NGO Report,Vadodara,22.414316,72.865773,Water,Medical issue reported in Vadodara,79,Women,2026-04-17 04:47:33,image.jpg,10
549,WhatsApp,Rajkot,22.664802,72.643348,Medical,Water issue reported in Rajkot,95,Disabled,2026-04-14 22:47:33,voice.mp3,6
550,NGO Report,Vadodara,22.138364,72.246467,Shelter,Medical issue reported in Vadodara,22,Women,2026-04-16 06:47:33,voice.mp3,2
551,NGO Report,Rajkot,21.98902,70.476695,Education,Medical issue reported in Rajkot,81,Disabled,2026-04-15 16:47:33,none,5
552,Call,Navsari,20.40862,70.089433,Medical,Education issue reported in Navsari,49,Elderly,2026-04-16 12:47:33,none,10
553,WhatsApp,Vadodara,20.407134,72.416494,Water,Education issue reported in Vadodara,66,Children,2026-04-16 18:47:33,report.pdf,2
554,Form,Navsari,22.214739,72.541879,Education,Shelter issue reported in Navsari,31,Disabled,2026-04-14 17:47:33,report.pdf,5
555,Form,Ahmedabad,21.100839,71.088107,Medical,Shelter issue reported in Ahmedabad,82,Children,2026-04-16 23:47:33,image.jpg,2
556,Mobile App,Rajkot,21.772467,70.655113,Medical,Education issue reported in Rajkot,81,Elderly,2026-04-15 18:47:33,voice.mp3,8
557,WhatsApp,Surat,20.71588,71.036484,Shelter,Water issue reported in Surat,27,Disabled,2026-04-15 09:47:33,voice.mp3,1
558,Mobile App,Surat,21.223222,70.42197,Water,Shelter issue reported in Surat,56,Disabled,2026-04-16 14:47:33,none,5
559,WhatsApp,Rajkot,22.413699,71.142119,Food,Medical issue reported in Rajkot,48,Children,2026-04-15 05:47:33,none,4
560,Call,Ahmedabad,22.727575,71.70912,Food,Water issue reported in Ahmedabad,56,Women,2026-04-14 22:47:33,image.jpg,6
561,Mobile App,Vadodara,20.851982,70.140837,Water,Medical issue reported in Vadodara,23,None,2026-04-15 14:47:33,voice.mp3,1
562,WhatsApp,Ahmedabad,21.298962,72.010709,Food,Shelter issue reported in Ahmedabad,18,Elderly,2026-04-14 15:47:33,voice.mp3,7
563,Form,Surat,20.767814,72.039252,Medical,Food issue reported in Surat,65,None,2026-04-16 06:47:33,voice.mp3,8
564,WhatsApp,Vadodara,20.310772,72.834796,Medical,Shelter issue reported in Vadodara,76,Disabled,2026-04-16 00:47:33,voice.mp3,8
565,NGO Report,Navsari,21.827211,70.50954,Water,Shelter issue reported in Navsari,44,Disabled,2026-04-15 10:47:33,none,1
566,NGO Report,Ahmedabad,20.576753,70.223817,Water,Food issue reported in Ahmedabad,83,Disabled,2026-04-15 03:47:33,image.jpg,4
567,Form,Vadodara,22.409353,71.100921,Food,Water issue reported in Vadodara,79,Women,2026-04-16 22:47:33,image.jpg,6
568,Mobile App,Vadodara,20.633346,72.344117,Shelter,Water issue reported in Vadodara,37,None,2026-04-17 01:47:33,image.jpg,3
569,Mobile App,Navsari,20.841973,70.020819,Shelter,Shelter issue reported in Navsari,78,None,2026-04-14 19:47:33,image.jpg,9
570,Mobile App,Vadodara,22.793692,70.139292,Education,Water issue reported in Vadodara,56,Women,2026-04-15 16:47:33,none,1
571,Mobile App,Vadodara,20.185274,71.249865,Shelter,Medical issue reported in Vadodara,78,Women,2026-04-16 13:47:33,voice.mp3,6
572,Form,Rajkot,22.47119,71.308932,Education,Water issue reported in Rajkot,41,Children,2026-04-16 14:47:33,voice.mp3,2
573,WhatsApp,Surat,20.155623,71.522145,Food,Education issue reported in Surat,13,Children,2026-04-15 18:47:33,voice.mp3,5
574,Call,Vadodara,20.231865,71.916807,Medical,Medical issue reported in Vadodara,21,Disabled,2026-04-16 13:47:33,image.jpg,7
575,NGO Report,Rajkot,22.118623,71.605394,Education,Water issue reported in Rajkot,98,Elderly,2026-04-15 09:47:33,report.pdf,1
576,Call,Navsari,22.846318,70.776002,Medical,Education issue reported in Navsari,98,Disabled,2026-04-17 11:47:33,none,8
577,Form,Vadodara,20.746614,70.992763,Education,Education issue reported in Vadodara,90,Elderly,2026-04-15 11:47:33,voice.mp3,7
578,Mobile App,Surat,20.04456,72.893279,Water,Water issue reported in Surat,83,None,2026-04-14 16:47:33,voice.mp3,4
579,Mobile App,Ahmedabad,21.127765,72.781153,Water,Food issue reported in Ahmedabad,30,None,2026-04-17 05:47:33,image.jpg,7
580,Mobile App,Surat,20.414798,72.972326,Water,Medical issue reported in Surat,46,Disabled,2026-04-14 22:47:33,voice.mp3,5
581,WhatsApp,Rajkot,20.354769,70.110243,Water,Food issue reported in Rajkot,88,Elderly,2026-04-17 14:47:33,none,10
582,NGO Report,Rajkot,22.832083,70.208847,Shelter,Medical issue reported in Rajkot,72,Elderly,2026-04-16 00:47:33,image.jpg,5
583,Call,Navsari,20.21862,70.014474,Shelter,Shelter issue reported in Navsari,59,Disabled,2026-04-14 19:47:33,report.pdf,8
584,Form,Vadodara,20.260325,72.130697,Medical,Education issue reported in Vadodara,53,Elderly,2026-04-15 14:47:33,voice.mp3,4
585,Mobile App,Rajkot,21.76122,71.798356,Food,Food issue reported in Rajkot,13,Children,2026-04-16 17:47:33,report.pdf,10
586,Call,Vadodara,22.85956,72.114791,Education,Shelter issue reported in Vadodara,77,Children,2026-04-15 10:47:33,voice.mp3,7
587,Mobile App,Rajkot,20.720735,70.692137,Food,Water issue reported in Rajkot,82,None,2026-04-15 06:47:33,report.pdf,9
588,NGO Report,Vadodara,20.403852,70.308135,Medical,Water issue reported in Vadodara,98,None,2026-04-15 10:47:33,none,4
589,NGO Report,Vadodara,21.517119,70.588216,Water,Medical issue reported in Vadodara,20,Elderly,2026-04-17 04:47:33,voice.mp3,3
590,Call,Ahmedabad,20.270451,72.212151,Shelter,Food issue reported in Ahmedabad,50,Disabled,2026-04-17 04:47:33,image.jpg,5
591,Form,Ahmedabad,22.976602,71.040987,Medical,Food issue reported in Ahmedabad,78,Elderly,2026-04-17 04:47:33,voice.mp3,7
592,WhatsApp,Rajkot,21.116872,70.802244,Food,Medical issue reported in Rajkot,54,Disabled,2026-04-15 10:47:33,image.jpg,7
593,NGO Report,Navsari,21.705257,72.740314,Water,Shelter issue reported in Navsari,76,Children,2026-04-15 06:47:33,voice.mp3,7
594,Form,Vadodara,20.723892,71.693927,Water,Medical issue reported in Vadodara,28,Disabled,2026-04-15 21:47:33,image.jpg,6
595,NGO Report,Vadodara,22.816224,70.880661,Medical,Water issue reported in Vadodara,67,Women,2026-04-16 09:47:33,image.jpg,4
596,Form,Vadodara,22.922236,72.240337,Shelter,Food issue reported in Vadodara,91,Women,2026-04-17 14:47:33,image.jpg,9
597,Form,Rajkot,20.626259,70.135126,Shelter,Medical issue reported in Rajkot,87,Disabled,2026-04-17 13:47:33,image.jpg,3
598,Mobile App,Ahmedabad,21.548512,72.962511,Water,Water issue reported in Ahmedabad,97,None,2026-04-16 12:47:33,voice.mp3,9
599,NGO Report,Ahmedabad,22.991264,71.932049,Food,Education issue reported in Ahmedabad,10,Children,2026-04-15 07:47:33,none,3
600,Form,Rajkot,22.742207,71.611952,Education,Education issue reported in Rajkot,7,Elderly,2026-04-17 03:47:33,voice.mp3,5
601,Mobile App,Ahmedabad,20.472552,72.271158,Food,Medical issue reported in Ahmedabad,36,Women,2026-04-15 13:47:33,report.pdf,10
602,WhatsApp,Rajkot,21.741483,72.481046,Water,Medical issue reported in Rajkot,23,Disabled,2026-04-16 03:47:33,voice.mp3,1
603,WhatsApp,Vadodara,21.07984,71.629983,Education,Education issue reported in Vadodara,97,Women,2026-04-16 21:47:33,voice.mp3,5
604,WhatsApp,Ahmedabad,22.279503,71.04357,Food,Food issue reported in Ahmedabad,92,Disabled,2026-04-15 03:47:33,report.pdf,7
605,WhatsApp,Surat,22.912863,71.499334,Medical,Water issue reported in Surat,90,Disabled,2026-04-16 12:47:33,image.jpg,4
606,WhatsApp,Vadodara,21.552764,70.645514,Water,Shelter issue reported in Vadodara,14,Women,2026-04-16 01:47:33,none,8
607,NGO Report,Vadodara,21.796576,70.253566,Education,Shelter issue reported in Vadodara,56,Children,2026-04-16 11:47:33,none,1
608,WhatsApp,Surat,20.361997,70.572842,Shelter,Education issue reported in Surat,6,Elderly,2026-04-16 09:47:33,none,10
609,Mobile App,Rajkot,22.416528,71.055023,Medical,Food issue reported in Rajkot,34,Elderly,2026-04-17 09:47:33,none,10
610,NGO Report,Rajkot,21.705693,72.308413,Shelter,Water issue reported in Rajkot,36,Elderly,2026-04-14 16:47:33,voice.mp3,7
611,Form,Ahmedabad,22.494633,70.530864,Medical,Water issue reported in Ahmedabad,18,Elderly,2026-04-15 03:47:33,image.jpg,7
612,NGO Report,Vadodara,22.095003,72.081418,Shelter,Education issue reported in Vadodara,75,Disabled,2026-04-17 11:47:33,image.jpg,9
613,Mobile App,Vadodara,22.577842,71.00412,Food,Medical issue reported in Vadodara,26,None,2026-04-16 07:47:33,voice.mp3,4
614,WhatsApp,Rajkot,22.062885,72.116021,Water,Medical issue reported in Rajkot,40,Disabled,2026-04-14 17:47:33,image.jpg,3
615,Call,Vadodara,21.75722,70.491221,Water,Food issue reported in Vadodara,57,Disabled,2026-04-14 19:47:33,image.jpg,6
616,Mobile App,Surat,21.188891,72.969557,Food,Education issue reported in Surat,20,Women,2026-04-16 20:47:33,none,4
617,Mobile App,Surat,22.250356,70.050677,Education,Food issue reported in Surat,87,Children,2026-04-15 17:47:33,image.jpg,7
618,Form,Surat,20.006053,70.251965,Shelter,Water issue reported in Surat,30,Elderly,2026-04-17 06:47:33,voice.mp3,8
619,Form,Surat,22.95642,72.948706,Education,Food issue reported in Surat,94,Women,2026-04-16 00:47:33,voice.mp3,10
620,Form,Rajkot,22.338585,71.936661,Water,Shelter issue reported in Rajkot,68,Children,2026-04-15 18:47:33,voice.mp3,8
621,Mobile App,Vadodara,21.078705,70.362443,Water,Education issue reported in Vadodara,39,Women,2026-04-14 17:47:33,image.jpg,4
622,Call,Vadodara,21.298504,70.770688,Shelter,Water issue reported in Vadodara,36,Women,2026-04-15 05:47:33,none,9
623,NGO Report,Surat,20.000593,70.053861,Education,Water issue reported in Surat,13,None,2026-04-14 16:47:33,image.jpg,6
624,WhatsApp,Rajkot,20.195842,70.12307,Shelter,Medical issue reported in Rajkot,48,Disabled,2026-04-15 06:47:33,image.jpg,10
625,NGO Report,Vadodara,21.344153,70.35335,Education,Shelter issue reported in Vadodara,61,None,2026-04-16 01:47:33,image.jpg,10
626,Form,Navsari,20.659127,72.270887,Education,Shelter issue reported in Navsari,30,Elderly,2026-04-15 04:47:33,image.jpg,6
627,Call,Navsari,21.31271,70.046887,Shelter,Shelter issue reported in Navsari,92,Women,2026-04-14 16:47:33,none,9
628,Mobile App,Rajkot,21.263472,72.336693,Water,Water issue reported in Rajkot,90,Children,2026-04-15 00:47:33,image.jpg,9
629,Form,Rajkot,21.322412,70.077212,Water,Food issue reported in Rajkot,22,Women,2026-04-17 06:47:33,image.jpg,6
630,NGO Report,Surat,22.419172,70.586916,Medical,Education issue reported in Surat,54,Children,2026-04-16 23:47:33,report.pdf,3
631,Mobile App,Vadodara,22.109813,70.684463,Food,Water issue reported in Vadodara,82,Disabled,2026-04-16 19:47:33,voice.mp3,9
632,Mobile App,Surat,20.500342,70.200038,Medical,Medical issue reported in Surat,70,Disabled,2026-04-15 09:47:33,none,1
